enrollment_id,user_id,course_id,enrollment_date,progress_pct,last_activity_date,completion_status,final_score,ai_risk_of_dropout,recommended_next_action,learning_streak_days
ENR0000252,USR038412,CRS032072,2025-12-18,4,2026-03-19,In Progress,50,0.521,Take mock interview,114
ENR0000253,USR015525,CRS018949,2025-08-12,66,2026-03-23,In Progress,91,0.934,Schedule mentor call,180
ENR0000254,USR043437,CRS011719,2026-01-17,21,2026-03-23,In Progress,35,0.152,Take mock interview,37
ENR0000255,USR028354,CRS040046,2025-06-18,90,2026-03-27,In Progress,45,0.205,Take mock interview,160
ENR0000256,USR006050,CRS037640,2025-08-16,88,2026-03-15,In Progress,95,0.143,Join forum discussion,37
ENR0000257,USR010141,CRS037351,2025-09-21,21,2026-04-07,In Progress,77,0.106,Schedule mentor call,148
ENR0000258,USR032232,CRS000412,2025-11-08,43,2026-04-27,In Progress,72,0.158,Join forum discussion,69
ENR0000259,USR038904,CRS040947,2025-06-22,50,2026-04-28,In Progress,29,0.274,Schedule mentor call,164
ENR0000260,USR047710,CRS015767,2026-03-27,76,2026-05-06,In Progress,15,0.622,Take mock interview,170
ENR0000261,USR032751,CRS044837,2025-11-03,48,2026-04-10,In Progress,63,0.654,Join forum discussion,169
ENR0000262,USR004234,CRS040601,2025-06-15,92,2026-04-21,In Progress,50,0.265,Join forum discussion,134
ENR0000263,USR027485,CRS025341,2025-10-28,56,2026-05-09,In Progress,39,0.799,Attempt assessment,143
ENR0000264,USR042175,CRS049526,2025-12-27,76,2026-04-13,In Progress,44,0.769,Join forum discussion,98
ENR0000265,USR009941,CRS048998,2025-07-27,74,2026-04-22,In Progress,68,0.946,Take mock interview,15
ENR0000266,USR003591,CRS025483,2025-08-19,65,2026-04-17,In Progress,6,0.444,Schedule mentor call,145
ENR0000267,USR014371,CRS043767,2025-06-07,55,2026-04-29,In Progress,30,0.432,Continue next lesson,105
ENR0000268,USR007018,CRS002750,2025-06-28,37,2026-04-11,In Progress,21,0.069,Join forum discussion,26
ENR0000269,USR010676,CRS026601,2026-02-07,94,2026-04-15,In Progress,26,0.111,Continue next lesson,92
ENR0000270,USR028099,CRS017747,2026-04-23,18,2026-05-06,In Progress,11,0.705,Attempt assessment,78
ENR0000271,USR041254,CRS017013,2026-04-18,59,2026-04-27,In Progress,18,0.26,Take mock interview,10
ENR0000272,USR011007,CRS002183,2025-05-23,20,2026-03-24,In Progress,4,0.17,Join forum discussion,28
ENR0000273,USR038386,CRS008897,2025-10-19,23,2026-04-14,In Progress,30,0.104,Continue next lesson,137
ENR0000274,USR045848,CRS017670,2025-08-04,91,2026-04-19,In Progress,5,0.439,Attempt assessment,143
ENR0000275,USR045243,CRS006043,2026-04-01,75,2026-03-29,In Progress,27,0.771,Attempt assessment,82
ENR0000276,USR031530,CRS029469,2026-02-14,17,2026-03-22,In Progress,7,0.827,Join forum discussion,30
ENR0000277,USR033653,CRS026649,2025-07-18,89,2026-03-23,In Progress,38,0.114,Schedule mentor call,127
ENR0000278,USR028305,CRS049698,2026-04-03,23,2026-03-30,In Progress,10,0.864,Schedule mentor call,149
ENR0000279,USR004570,CRS036898,2025-08-22,87,2026-04-24,In Progress,76,0.137,Attempt assessment,95
ENR0000280,USR049797,CRS036928,2026-05-03,10,2026-03-28,In Progress,42,0.556,Join forum discussion,156
ENR0000281,USR040229,CRS019178,2025-08-29,62,2026-04-17,In Progress,7,0.912,Attempt assessment,179
ENR0000282,USR024898,CRS021033,2026-04-25,22,2026-03-15,In Progress,91,0.237,Attempt assessment,104
ENR0000283,USR019971,CRS045395,2025-09-29,67,2026-03-29,In Progress,82,0.113,Continue next lesson,143
ENR0000284,USR002517,CRS016447,2025-11-02,17,2026-05-08,In Progress,56,0.36,Continue next lesson,85
ENR0000285,USR024027,CRS044988,2025-05-17,75,2026-03-30,In Progress,13,0.672,Join forum discussion,38
ENR0000286,USR037387,CRS036338,2025-06-15,4,2026-03-25,In Progress,54,0.87,Attempt assessment,131
ENR0000287,USR012729,CRS022401,2026-03-22,5,2026-05-10,In Progress,36,0.559,Schedule mentor call,155
ENR0000288,USR008572,CRS006423,2025-08-27,16,2026-04-23,In Progress,52,0.387,Attempt assessment,145
ENR0000289,USR001500,CRS028892,2025-06-01,74,2026-04-11,In Progress,74,0.124,Continue next lesson,96
ENR0000290,USR033951,CRS021377,2025-10-27,81,2026-05-03,In Progress,15,0.207,Take mock interview,65
ENR0000291,USR001316,CRS017915,2025-07-21,92,2026-04-27,In Progress,69,0.375,Continue next lesson,146
ENR0000292,USR001247,CRS013607,2025-09-22,88,2026-03-14,In Progress,20,0.944,Take mock interview,73
ENR0000293,USR033423,CRS027315,2025-09-15,97,2026-05-09,Completed,20,0.022,Take mock interview,78
ENR0000294,USR018441,CRS020244,2025-08-27,37,2026-05-07,In Progress,76,0.795,Attempt assessment,78
ENR0000295,USR012341,CRS011973,2025-09-15,65,2026-03-19,In Progress,82,0.615,Revise weak concepts,28
ENR0000296,USR038403,CRS010495,2025-08-30,73,2026-03-17,In Progress,44,0.78,Schedule mentor call,34
ENR0000297,USR003701,CRS039153,2025-07-06,74,2026-04-17,In Progress,93,0.638,Revise weak concepts,34
ENR0000298,USR006944,CRS006516,2025-09-03,65,2026-04-11,In Progress,31,0.646,Revise weak concepts,148
ENR0000299,USR046494,CRS042228,2025-08-03,60,2026-03-20,In Progress,87,0.381,Continue next lesson,29
ENR0000300,USR011106,CRS038488,2025-08-19,28,2026-04-27,In Progress,68,0.081,Join forum discussion,145
ENR0000301,USR031921,CRS044049,2026-01-24,67,2026-04-15,In Progress,9,0.373,Join forum discussion,104
ENR0000302,USR016315,CRS014953,2026-05-13,71,2026-03-16,In Progress,32,0.517,Join forum discussion,70
ENR0000303,USR027962,CRS023217,2025-11-16,15,2026-04-08,In Progress,11,0.38,Join forum discussion,12
ENR0000304,USR045573,CRS028457,2025-10-13,76,2026-05-10,In Progress,23,0.401,Take mock interview,85
ENR0000305,USR004295,CRS043247,2026-02-21,79,2026-04-19,In Progress,34,0.367,Join forum discussion,133
ENR0000306,USR032659,CRS002214,2025-12-23,87,2026-04-17,In Progress,18,0.669,Schedule mentor call,166
ENR0000307,USR003231,CRS020730,2026-03-19,18,2026-03-31,In Progress,14,0.788,Continue next lesson,36
ENR0000308,USR045617,CRS030939,2025-09-02,32,2026-03-14,In Progress,44,0.737,Continue next lesson,105
ENR0000309,USR011054,CRS030617,2026-04-27,57,2026-03-14,In Progress,51,0.562,Continue next lesson,154
ENR0000310,USR003321,CRS036667,2025-09-15,75,2026-04-09,In Progress,0,0.2,Continue next lesson,176
ENR0000311,USR003147,CRS007914,2026-03-16,91,2026-04-14,In Progress,0,0.503,Attempt assessment,167
ENR0000312,USR006294,CRS016673,2025-05-28,95,2026-05-11,Completed,39,0.754,Continue next lesson,160
ENR0000313,USR002039,CRS029953,2025-06-25,92,2026-03-22,In Progress,27,0.294,Take mock interview,178
ENR0000314,USR031090,CRS019686,2025-09-02,19,2026-03-29,In Progress,41,0.856,Continue next lesson,53
ENR0000315,USR015888,CRS019494,2026-04-12,20,2026-05-03,In Progress,9,0.188,Revise weak concepts,26
ENR0000316,USR016426,CRS028214,2025-10-04,49,2026-04-09,In Progress,77,0.694,Schedule mentor call,130
ENR0000317,USR018303,CRS014861,2025-05-27,7,2026-03-16,In Progress,48,0.73,Join forum discussion,28
ENR0000318,USR049712,CRS040987,2025-11-12,53,2026-03-31,In Progress,55,0.284,Take mock interview,111
ENR0000319,USR013642,CRS012539,2026-02-20,20,2026-05-06,In Progress,37,0.765,Join forum discussion,57
ENR0000320,USR002898,CRS041654,2025-10-15,86,2026-04-16,In Progress,71,0.688,Take mock interview,169
ENR0000321,USR049978,CRS024340,2025-12-09,93,2026-03-21,In Progress,58,0.774,Take mock interview,31
ENR0000322,USR027837,CRS029525,2026-02-05,68,2026-05-04,In Progress,94,0.759,Continue next lesson,89
ENR0000323,USR017419,CRS027343,2025-08-14,83,2026-03-17,In Progress,69,0.588,Take mock interview,95
ENR0000324,USR014125,CRS048227,2025-10-25,10,2026-03-31,In Progress,1,0.335,Revise weak concepts,19
ENR0000325,USR022577,CRS047299,2026-03-22,31,2026-03-25,In Progress,26,0.225,Continue next lesson,20
ENR0000326,USR044796,CRS002847,2025-05-24,27,2026-04-25,In Progress,0,0.354,Continue next lesson,2
ENR0000327,USR022417,CRS029844,2026-02-07,31,2026-04-24,In Progress,46,0.576,Revise weak concepts,161
ENR0000328,USR000111,CRS045738,2026-01-10,57,2026-05-13,In Progress,45,0.23,Continue next lesson,136
ENR0000329,USR022992,CRS016293,2026-03-03,54,2026-05-01,In Progress,16,0.563,Attempt assessment,99
ENR0000330,USR015819,CRS046338,2026-03-30,34,2026-04-04,In Progress,46,0.626,Continue next lesson,69
ENR0000331,USR015339,CRS038375,2026-03-06,24,2026-03-22,In Progress,22,0.27,Continue next lesson,42
ENR0000332,USR031786,CRS043833,2026-03-04,25,2026-04-19,In Progress,9,0.277,Continue next lesson,13
ENR0000333,USR014936,CRS019555,2026-03-24,92,2026-04-24,In Progress,1,0.586,Take mock interview,113
ENR0000334,USR006594,CRS025303,2026-04-07,72,2026-04-14,In Progress,66,0.831,Schedule mentor call,2
ENR0000335,USR042437,CRS025251,2025-12-03,37,2026-04-16,In Progress,7,0.415,Join forum discussion,75
ENR0000336,USR017057,CRS047750,2025-10-17,50,2026-04-15,In Progress,53,0.539,Join forum discussion,19
ENR0000337,USR039762,CRS017673,2025-09-29,32,2026-03-29,In Progress,97,0.229,Join forum discussion,121
ENR0000338,USR010534,CRS021725,2026-01-02,39,2026-03-14,In Progress,75,0.519,Revise weak concepts,70
ENR0000339,USR001255,CRS039957,2025-10-12,20,2026-04-07,In Progress,59,0.283,Revise weak concepts,142
ENR0000340,USR018292,CRS021428,2026-04-27,10,2026-03-19,In Progress,24,0.757,Revise weak concepts,51
ENR0000341,USR039735,CRS049164,2025-11-26,25,2026-05-11,In Progress,74,0.923,Take mock interview,177
ENR0000342,USR045642,CRS002555,2025-11-12,29,2026-03-25,In Progress,42,0.821,Join forum discussion,6
ENR0000343,USR029994,CRS041778,2026-04-11,50,2026-05-10,In Progress,44,0.715,Attempt assessment,71
ENR0000344,USR012723,CRS014037,2026-04-22,11,2026-03-31,In Progress,3,0.592,Join forum discussion,49
ENR0000345,USR035971,CRS001268,2026-01-13,55,2026-03-18,In Progress,1,0.602,Join forum discussion,9
ENR0000346,USR014847,CRS019627,2025-11-13,84,2026-04-19,In Progress,99,0.751,Join forum discussion,84
ENR0000347,USR038709,CRS028831,2025-09-27,9,2026-03-19,In Progress,46,0.532,Revise weak concepts,152
ENR0000348,USR007052,CRS026488,2026-01-19,27,2026-03-28,In Progress,25,0.471,Take mock interview,12
ENR0000349,USR037604,CRS006217,2026-04-24,23,2026-04-20,In Progress,52,0.899,Attempt assessment,118
ENR0000350,USR018784,CRS026485,2026-03-16,29,2026-04-25,In Progress,45,0.67,Attempt assessment,26
ENR0000351,USR042000,CRS020864,2025-07-03,69,2026-03-31,In Progress,82,0.339,Attempt assessment,46
ENR0000352,USR020523,CRS032824,2025-11-09,97,2026-05-05,Completed,39,0.88,Revise weak concepts,143
ENR0000353,USR015905,CRS032199,2026-01-24,79,2026-05-07,In Progress,72,0.218,Schedule mentor call,58
ENR0000354,USR030157,CRS046635,2026-01-22,74,2026-04-04,In Progress,55,0.303,Schedule mentor call,113
ENR0000355,USR040848,CRS031340,2025-07-14,97,2026-03-19,Completed,1,0.095,Continue next lesson,82
ENR0000356,USR026262,CRS027111,2025-09-07,11,2026-03-22,In Progress,26,0.338,Join forum discussion,8
ENR0000357,USR042391,CRS033791,2025-08-22,27,2026-03-28,In Progress,59,0.1,Attempt assessment,153
ENR0000358,USR015996,CRS032017,2025-08-04,14,2026-05-01,In Progress,27,0.152,Join forum discussion,91
ENR0000359,USR024056,CRS037279,2025-10-06,60,2026-03-26,In Progress,63,0.723,Join forum discussion,3
ENR0000360,USR000778,CRS031982,2025-12-31,25,2026-03-14,In Progress,39,0.56,Continue next lesson,69
ENR0000361,USR025538,CRS025689,2025-12-28,44,2026-03-31,In Progress,34,0.017,Revise weak concepts,169
ENR0000362,USR012716,CRS040475,2025-08-20,78,2026-05-02,In Progress,87,0.073,Take mock interview,134
ENR0000363,USR010926,CRS003193,2026-04-10,36,2026-03-21,In Progress,28,0.231,Attempt assessment,108
ENR0000364,USR011895,CRS025122,2026-04-02,58,2026-05-03,In Progress,95,0.786,Take mock interview,151
ENR0000365,USR007714,CRS001602,2026-03-30,84,2026-05-13,In Progress,64,0.034,Take mock interview,88
ENR0000366,USR004991,CRS015777,2026-01-23,44,2026-03-19,In Progress,55,0.588,Attempt assessment,117
ENR0000367,USR040158,CRS006076,2025-09-27,0,2026-04-24,Not Started,34,0.631,Join forum discussion,43
ENR0000368,USR031776,CRS046160,2025-11-10,23,2026-05-01,In Progress,69,0.466,Continue next lesson,52
ENR0000369,USR038131,CRS049589,2026-01-07,60,2026-03-26,In Progress,63,0.523,Schedule mentor call,38
ENR0000370,USR042441,CRS041216,2025-06-26,42,2026-03-17,In Progress,11,0.042,Join forum discussion,146
ENR0000371,USR032978,CRS024751,2025-10-15,61,2026-05-05,In Progress,93,0.189,Continue next lesson,122
ENR0000372,USR018961,CRS033827,2025-07-08,42,2026-03-26,In Progress,13,0.575,Attempt assessment,178
ENR0000373,USR016517,CRS008266,2025-11-27,8,2026-04-18,In Progress,34,0.36,Revise weak concepts,105
ENR0000374,USR023766,CRS014354,2026-01-07,93,2026-04-23,In Progress,44,0.444,Take mock interview,117
ENR0000375,USR009969,CRS033162,2026-01-13,15,2026-04-13,In Progress,40,0.803,Revise weak concepts,8
ENR0000376,USR024644,CRS034707,2025-12-14,31,2026-03-24,In Progress,40,0.896,Join forum discussion,100
ENR0000377,USR035303,CRS011778,2025-05-16,81,2026-04-19,In Progress,11,0.115,Revise weak concepts,60
ENR0000378,USR041283,CRS011443,2025-12-07,35,2026-04-10,In Progress,92,0.644,Take mock interview,51
ENR0000379,USR003719,CRS044352,2025-06-20,20,2026-04-29,In Progress,46,0.27,Schedule mentor call,61
ENR0000380,USR038566,CRS023458,2026-01-01,38,2026-03-30,In Progress,89,0.265,Join forum discussion,29
ENR0000381,USR023506,CRS016334,2025-12-26,68,2026-04-20,In Progress,33,0.434,Take mock interview,13
ENR0000382,USR002874,CRS011660,2025-05-13,57,2026-04-21,In Progress,6,0.87,Attempt assessment,144
ENR0000383,USR005763,CRS000340,2026-01-04,90,2026-05-12,In Progress,79,0.07,Schedule mentor call,44
ENR0000384,USR045871,CRS007575,2025-07-02,8,2026-04-22,In Progress,6,0.569,Take mock interview,51
ENR0000385,USR033919,CRS030939,2025-05-28,59,2026-04-24,In Progress,41,0.357,Continue next lesson,71
ENR0000386,USR027804,CRS040337,2026-05-12,94,2026-03-17,In Progress,5,0.62,Continue next lesson,147
ENR0000387,USR031191,CRS002788,2026-02-06,89,2026-05-07,In Progress,44,0.781,Revise weak concepts,131
ENR0000388,USR032796,CRS041137,2026-01-01,100,2026-05-12,Completed,82,0.25,Attempt assessment,157
ENR0000389,USR011282,CRS009671,2025-05-23,93,2026-04-27,In Progress,11,0.812,Attempt assessment,174
ENR0000390,USR026644,CRS005096,2026-03-02,100,2026-04-13,Completed,100,0.815,Continue next lesson,14
ENR0000391,USR005544,CRS049813,2025-07-13,61,2026-04-30,In Progress,72,0.944,Attempt assessment,105
ENR0000392,USR017356,CRS026396,2025-09-30,67,2026-05-12,In Progress,52,0.901,Continue next lesson,98
ENR0000393,USR027933,CRS002489,2026-03-25,15,2026-04-11,In Progress,53,0.664,Attempt assessment,136
ENR0000394,USR021022,CRS036651,2026-01-22,57,2026-04-09,In Progress,13,0.245,Take mock interview,102
ENR0000395,USR047147,CRS048636,2026-04-25,97,2026-04-23,Completed,99,0.559,Continue next lesson,63
ENR0000396,USR038698,CRS031165,2025-06-12,19,2026-05-13,In Progress,3,0.654,Take mock interview,96
ENR0000397,USR027967,CRS024275,2025-10-09,18,2026-04-10,In Progress,33,0.752,Attempt assessment,96
ENR0000398,USR047150,CRS032602,2026-03-01,65,2026-04-15,In Progress,84,0.568,Revise weak concepts,148
ENR0000399,USR023696,CRS008167,2026-01-11,93,2026-03-24,In Progress,54,0.226,Continue next lesson,27
ENR0000400,USR046395,CRS034895,2025-08-02,33,2026-04-18,In Progress,79,0.948,Schedule mentor call,65
ENR0000401,USR013139,CRS040464,2026-02-07,80,2026-04-18,In Progress,91,0.043,Schedule mentor call,65
ENR0000402,USR021437,CRS010562,2025-09-23,86,2026-04-06,In Progress,96,0.656,Attempt assessment,38
ENR0000403,USR014398,CRS047378,2026-01-29,8,2026-04-27,In Progress,53,0.457,Take mock interview,144
ENR0000404,USR017965,CRS016876,2025-05-19,50,2026-04-15,In Progress,57,0.207,Attempt assessment,66
ENR0000405,USR014180,CRS008208,2025-08-25,40,2026-04-02,In Progress,6,0.18,Join forum discussion,118
ENR0000406,USR009848,CRS028771,2025-11-11,34,2026-04-25,In Progress,48,0.66,Revise weak concepts,82
ENR0000407,USR013706,CRS037168,2026-02-18,93,2026-03-30,In Progress,45,0.439,Revise weak concepts,65
ENR0000408,USR036503,CRS017787,2025-10-25,12,2026-03-31,In Progress,6,0.794,Continue next lesson,0
ENR0000409,USR006454,CRS012523,2026-04-29,18,2026-04-27,In Progress,45,0.595,Continue next lesson,11
ENR0000410,USR036863,CRS037448,2026-04-30,26,2026-04-19,In Progress,11,0.208,Attempt assessment,115
ENR0000411,USR007479,CRS021388,2026-03-11,58,2026-04-20,In Progress,45,0.474,Join forum discussion,152
ENR0000412,USR034295,CRS035497,2025-10-04,29,2026-03-15,In Progress,55,0.307,Schedule mentor call,164
ENR0000413,USR016229,CRS016768,2025-09-07,3,2026-04-27,In Progress,13,0.638,Schedule mentor call,15
ENR0000414,USR035187,CRS014096,2025-08-11,16,2026-04-03,In Progress,31,0.543,Revise weak concepts,20
ENR0000415,USR017812,CRS025793,2025-12-03,82,2026-04-21,In Progress,65,0.391,Revise weak concepts,99
ENR0000416,USR006940,CRS004534,2025-10-23,85,2026-03-14,In Progress,27,0.577,Schedule mentor call,174
ENR0000417,USR003536,CRS027899,2025-10-28,78,2026-04-29,In Progress,72,0.068,Schedule mentor call,40
ENR0000418,USR003206,CRS040879,2025-11-11,79,2026-03-21,In Progress,35,0.814,Take mock interview,43
ENR0000419,USR022127,CRS018195,2025-09-20,20,2026-04-24,In Progress,34,0.889,Revise weak concepts,27
ENR0000420,USR000918,CRS048416,2026-01-12,39,2026-04-30,In Progress,61,0.652,Attempt assessment,45
ENR0000421,USR019716,CRS024727,2025-07-23,95,2026-04-16,Completed,55,0.22,Continue next lesson,6
ENR0000422,USR007305,CRS005553,2025-12-23,60,2026-05-08,In Progress,8,0.051,Attempt assessment,20
ENR0000423,USR006372,CRS006604,2026-05-11,48,2026-04-28,In Progress,7,0.127,Join forum discussion,32
ENR0000424,USR019631,CRS018488,2025-12-04,17,2026-04-22,In Progress,36,0.915,Revise weak concepts,130
ENR0000425,USR022089,CRS013075,2025-09-12,93,2026-03-27,In Progress,17,0.554,Revise weak concepts,69
ENR0000426,USR030665,CRS023345,2025-11-07,60,2026-03-31,In Progress,15,0.612,Take mock interview,71
ENR0000427,USR023937,CRS013170,2025-12-08,54,2026-04-27,In Progress,74,0.685,Revise weak concepts,5
ENR0000428,USR042457,CRS038690,2025-05-17,88,2026-04-05,In Progress,23,0.827,Attempt assessment,129
ENR0000429,USR018013,CRS019012,2026-03-31,74,2026-05-02,In Progress,87,0.431,Take mock interview,173
ENR0000430,USR008488,CRS015699,2025-06-15,41,2026-05-01,In Progress,93,0.032,Continue next lesson,35
ENR0000431,USR046731,CRS018808,2026-01-07,19,2026-03-23,In Progress,46,0.406,Revise weak concepts,44
ENR0000432,USR015122,CRS025419,2025-08-07,89,2026-05-07,In Progress,98,0.537,Join forum discussion,52
ENR0000433,USR021766,CRS034323,2025-12-17,52,2026-05-05,In Progress,90,0.469,Revise weak concepts,17
ENR0000434,USR015288,CRS039279,2025-07-24,97,2026-03-29,Completed,34,0.631,Schedule mentor call,178
ENR0000435,USR028477,CRS029447,2026-05-10,10,2026-03-26,In Progress,45,0.502,Continue next lesson,108
ENR0000436,USR022139,CRS026532,2025-12-31,61,2026-05-06,In Progress,20,0.499,Revise weak concepts,69
ENR0000437,USR002137,CRS003010,2026-04-28,90,2026-04-09,In Progress,71,0.431,Join forum discussion,11
ENR0000438,USR045274,CRS027774,2026-02-07,38,2026-05-05,In Progress,10,0.014,Join forum discussion,149
ENR0000439,USR036769,CRS026359,2026-04-22,46,2026-04-07,In Progress,44,0.139,Attempt assessment,105
ENR0000440,USR011508,CRS022149,2026-02-08,53,2026-04-10,In Progress,69,0.108,Join forum discussion,63
ENR0000441,USR009945,CRS005665,2025-06-28,8,2026-05-04,In Progress,47,0.444,Schedule mentor call,108
ENR0000442,USR003147,CRS020982,2025-08-21,76,2026-05-11,In Progress,54,0.253,Continue next lesson,24
ENR0000443,USR011372,CRS000264,2025-12-06,55,2026-04-03,In Progress,54,0.532,Schedule mentor call,176
ENR0000444,USR025637,CRS042795,2026-02-15,64,2026-04-06,In Progress,83,0.928,Take mock interview,147
ENR0000445,USR023618,CRS009552,2026-04-28,8,2026-04-11,In Progress,38,0.402,Join forum discussion,61
ENR0000446,USR041147,CRS041685,2025-06-25,6,2026-04-20,In Progress,21,0.817,Continue next lesson,44
