gamification_id,user_id,xp_points,coins,level,badges_count,current_streak_days,leaderboard_rank_global,mission_completed_count,challenge_win_rate,last_reward_date
GAM0000357,USR000357,15723,978,32,41,329,357,96,0.918,2026-04-22
GAM0000358,USR000358,11569,909,24,7,24,358,170,0.256,2026-04-06
GAM0000359,USR000359,9042,7202,19,73,253,359,35,0.869,2026-04-24
GAM0000360,USR000360,8222,3685,17,0,64,360,118,0.003,2026-03-28
GAM0000361,USR000361,7650,7473,16,69,249,361,174,0.147,2026-04-10
GAM0000362,USR000362,10657,3339,22,52,291,362,173,0.768,2026-03-25
GAM0000363,USR000363,20053,7645,41,11,88,363,73,0.436,2026-03-21
GAM0000364,USR000364,8723,4458,18,51,19,364,20,0.168,2026-04-17
GAM0000365,USR000365,16571,2791,34,58,294,365,172,0.824,2026-04-05
GAM0000366,USR000366,5155,9636,11,72,94,366,94,0.178,2026-05-06
GAM0000367,USR000367,5155,6610,11,27,74,367,125,0.823,2026-04-28
GAM0000368,USR000368,18999,183,38,12,7,368,23,0.656,2026-04-28
GAM0000369,USR000369,11400,1194,23,63,42,369,51,0.401,2026-04-14
GAM0000370,USR000370,24019,8040,49,75,220,370,22,0.921,2026-03-28
GAM0000371,USR000371,5160,1916,11,67,98,371,68,0.183,2026-03-21
GAM0000372,USR000372,24945,684,50,29,218,372,53,0.927,2026-04-06
GAM0000373,USR000373,20901,9218,42,44,144,373,84,0.172,2026-04-14
GAM0000374,USR000374,8418,298,17,20,277,374,49,0.71,2026-04-28
GAM0000375,USR000375,17863,3501,36,25,280,375,156,0.203,2026-04-27
GAM0000376,USR000376,226,5472,1,76,110,376,5,0.347,2026-04-18
GAM0000377,USR000377,20951,1288,42,5,234,377,194,0.579,2026-04-12
GAM0000378,USR000378,4422,811,9,57,38,378,84,0.909,2026-05-08
GAM0000379,USR000379,20100,5353,41,17,20,379,130,0.906,2026-04-14
GAM0000380,USR000380,19947,7127,40,57,83,380,56,0.496,2026-03-22
GAM0000381,USR000381,23082,7846,47,67,144,381,2,0.091,2026-04-30
GAM0000382,USR000382,9040,4592,19,17,282,382,23,0.653,2026-03-21
GAM0000383,USR000383,3078,7593,7,25,333,383,58,0.843,2026-04-18
GAM0000384,USR000384,6592,9258,14,0,338,384,141,0.864,2026-04-04
GAM0000385,USR000385,545,6062,2,55,59,385,13,0.714,2026-04-03
GAM0000386,USR000386,23768,3985,48,74,216,386,98,0.04,2026-04-22
GAM0000387,USR000387,22454,6023,45,68,222,387,36,0.189,2026-05-12
GAM0000388,USR000388,17363,5114,35,73,219,388,32,0.494,2026-03-31
GAM0000389,USR000389,9500,5208,20,21,85,389,64,0.868,2026-03-20
GAM0000390,USR000390,1539,2275,4,58,255,390,67,0.508,2026-05-02
GAM0000391,USR000391,9144,3465,19,69,139,391,0,0.983,2026-03-20
GAM0000392,USR000392,20786,2426,42,68,328,392,130,0.102,2026-05-01
GAM0000393,USR000393,6547,5771,14,13,256,393,182,0.523,2026-03-21
GAM0000394,USR000394,8686,4938,18,62,44,394,147,0.192,2026-04-13
GAM0000395,USR000395,2295,9685,5,53,221,395,104,0.037,2026-04-14
GAM0000396,USR000396,4070,8199,9,63,266,396,78,0.848,2026-04-20
GAM0000397,USR000397,8982,5800,18,58,110,397,125,0.631,2026-04-04
GAM0000398,USR000398,10413,6533,21,3,7,398,95,0.648,2026-04-16
GAM0000399,USR000399,21290,1109,43,52,23,399,15,0.173,2026-03-30
GAM0000400,USR000400,5928,3073,12,19,80,400,67,0.666,2026-04-26
GAM0000401,USR000401,3090,3698,7,8,10,401,177,0.427,2026-04-04
GAM0000402,USR000402,5191,5192,11,48,192,402,184,0.201,2026-03-23
GAM0000403,USR000403,12092,1075,25,57,282,403,64,0.152,2026-05-11
GAM0000404,USR000404,14625,381,30,61,141,404,166,0.534,2026-03-18
GAM0000405,USR000405,23017,1336,47,44,357,405,83,0.897,2026-04-05
GAM0000406,USR000406,11380,7927,23,12,231,406,183,0.721,2026-03-16
GAM0000407,USR000407,3152,5114,7,44,84,407,58,0.815,2026-04-09
GAM0000408,USR000408,7382,267,15,30,139,408,101,0.984,2026-04-28
GAM0000409,USR000409,21569,8336,44,74,102,409,186,0.192,2026-04-23
GAM0000410,USR000410,5464,1317,11,60,344,410,60,0.572,2026-03-27
GAM0000411,USR000411,11616,1553,24,34,101,411,169,0.979,2026-03-21
GAM0000412,USR000412,6049,1598,13,5,187,412,192,0.844,2026-05-08
GAM0000413,USR000413,17628,949,36,13,109,413,83,0.741,2026-03-18
GAM0000414,USR000414,6699,179,14,68,17,414,79,0.879,2026-05-03
GAM0000415,USR000415,2216,456,5,7,231,415,137,0.66,2026-03-16
GAM0000416,USR000416,1264,3748,3,21,112,416,46,0.609,2026-04-19
GAM0000417,USR000417,1154,5726,3,29,215,417,8,0.198,2026-04-21
GAM0000418,USR000418,20949,8746,42,48,25,418,145,0.547,2026-03-20
GAM0000419,USR000419,10633,7948,22,71,233,419,63,0.868,2026-04-18
GAM0000420,USR000420,12483,5968,25,22,155,420,43,0.424,2026-05-08
GAM0000421,USR000421,12136,1107,25,45,88,421,75,0.819,2026-03-27
GAM0000422,USR000422,12356,9170,25,64,76,422,105,0.072,2026-03-18
GAM0000423,USR000423,20760,8323,42,24,307,423,131,0.535,2026-04-24
GAM0000424,USR000424,6617,5797,14,74,41,424,133,0.536,2026-04-28
GAM0000425,USR000425,6468,2365,13,5,71,425,179,0.424,2026-03-19
GAM0000426,USR000426,19081,8437,39,32,234,426,58,0.763,2026-04-11
GAM0000427,USR000427,18722,6987,38,46,89,427,56,0.039,2026-04-15
GAM0000428,USR000428,8986,2283,18,73,272,428,115,0.405,2026-04-04
GAM0000429,USR000429,19538,4117,40,55,201,429,136,0.694,2026-05-02
GAM0000430,USR000430,1775,8843,4,0,22,430,131,0.498,2026-03-23
GAM0000431,USR000431,687,5040,2,7,96,431,19,0.116,2026-04-07
GAM0000432,USR000432,16247,2689,33,23,295,432,165,0.73,2026-03-15
GAM0000433,USR000433,11330,642,23,2,92,433,39,0.948,2026-04-09
GAM0000434,USR000434,972,9028,2,14,207,434,13,0.109,2026-04-22
GAM0000435,USR000435,2645,8565,6,79,337,435,80,0.576,2026-03-31
GAM0000436,USR000436,10729,4050,22,67,195,436,66,0.517,2026-05-11
GAM0000437,USR000437,22338,3794,45,8,334,437,59,0.8,2026-05-02
GAM0000438,USR000438,2727,6999,6,28,65,438,102,0.526,2026-03-21
GAM0000439,USR000439,6753,92,14,38,116,439,64,0.495,2026-05-13
GAM0000440,USR000440,2722,7500,6,37,111,440,178,0.75,2026-04-21
GAM0000441,USR000441,1416,6567,3,56,115,441,84,0.195,2026-05-10
GAM0000442,USR000442,21490,3064,43,49,90,442,1,0.969,2026-05-10
GAM0000443,USR000443,5655,1866,12,56,196,443,3,0.177,2026-05-07
GAM0000444,USR000444,18673,2717,38,65,254,444,64,0.839,2026-03-20
GAM0000445,USR000445,5893,1947,12,49,24,445,140,0.592,2026-03-25
GAM0000446,USR000446,19081,3765,39,8,70,446,88,0.555,2026-03-18
GAM0000447,USR000447,18974,6275,38,8,226,447,173,0.223,2026-04-09
GAM0000448,USR000448,7118,338,15,8,364,448,36,0.766,2026-05-07
GAM0000449,USR000449,14785,8887,30,36,254,449,6,0.691,2026-03-21
GAM0000450,USR000450,1272,8399,3,9,214,450,13,0.592,2026-04-20
GAM0000451,USR000451,13696,5332,28,33,326,451,189,0.092,2026-03-19
GAM0000452,USR000452,7606,7277,16,8,71,452,116,0.268,2026-03-14
GAM0000453,USR000453,21794,9127,44,56,183,453,72,0.235,2026-04-04
GAM0000454,USR000454,12883,4721,26,33,316,454,44,0.71,2026-03-27
GAM0000455,USR000455,24752,5428,50,76,218,455,157,0.36,2026-03-24
GAM0000456,USR000456,23249,8951,47,19,308,456,25,0.472,2026-04-19
GAM0000457,USR000457,9224,9592,19,75,201,457,81,0.795,2026-04-13
GAM0000458,USR000458,23859,4698,48,20,365,458,158,0.198,2026-03-24
GAM0000459,USR000459,3081,7786,7,20,110,459,63,0.931,2026-04-12
GAM0000460,USR000460,14755,8820,30,41,216,460,4,0.624,2026-04-25
GAM0000461,USR000461,4697,8655,10,47,62,461,140,0.261,2026-04-02
GAM0000462,USR000462,9091,9319,19,2,267,462,174,0.695,2026-04-24
GAM0000463,USR000463,11100,2855,23,54,196,463,90,0.25,2026-04-15
GAM0000464,USR000464,22642,9579,46,66,188,464,71,0.352,2026-05-08
GAM0000465,USR000465,18892,4562,38,49,89,465,186,0.979,2026-04-13
GAM0000466,USR000466,23916,977,48,77,65,466,27,0.239,2026-04-09
GAM0000467,USR000467,12637,8101,26,43,27,467,128,0.38,2026-03-25
GAM0000468,USR000468,19921,8265,40,37,2,468,65,0.637,2026-04-16
GAM0000469,USR000469,17608,3288,36,16,110,469,184,0.287,2026-05-01
GAM0000470,USR000470,14241,1642,29,31,314,470,3,0.566,2026-04-14
GAM0000471,USR000471,5377,5955,11,1,324,471,102,0.702,2026-04-07
GAM0000472,USR000472,21952,36,44,51,362,472,1,0.058,2026-04-22
GAM0000473,USR000473,8916,4168,18,20,291,473,53,0.812,2026-03-27
GAM0000474,USR000474,21549,9638,44,64,216,474,167,0.836,2026-05-02
GAM0000475,USR000475,19279,9162,39,15,275,475,68,0.801,2026-05-03
GAM0000476,USR000476,15839,1487,32,43,133,476,120,0.572,2026-05-08
GAM0000477,USR000477,9034,7877,19,16,258,477,89,0.514,2026-05-11
GAM0000478,USR000478,4631,9450,10,1,53,478,156,0.15,2026-04-19
GAM0000479,USR000479,119,8014,1,24,20,479,111,0.525,2026-04-08
GAM0000480,USR000480,18934,9620,38,73,308,480,175,0.332,2026-03-25
GAM0000481,USR000481,13881,2530,28,24,230,481,97,0.557,2026-04-16
GAM0000482,USR000482,10847,1785,22,52,328,482,121,0.375,2026-03-28
GAM0000483,USR000483,10633,4501,22,44,156,483,71,0.944,2026-04-08
GAM0000484,USR000484,9081,7035,19,5,341,484,40,0.512,2026-04-10
GAM0000485,USR000485,13990,4009,28,23,157,485,28,0.485,2026-05-01
GAM0000486,USR000486,4668,8830,10,6,324,486,95,0.684,2026-03-19
GAM0000487,USR000487,2450,5601,5,54,21,487,92,0.276,2026-04-08
GAM0000488,USR000488,2082,451,5,79,9,488,123,0.988,2026-04-25
GAM0000489,USR000489,13192,9591,27,3,342,489,108,0.877,2026-04-24
GAM0000490,USR000490,11764,6232,24,13,162,490,166,0.592,2026-03-26
GAM0000491,USR000491,5873,6291,12,29,181,491,91,0.18,2026-03-30
GAM0000492,USR000492,17178,5521,35,54,206,492,14,0.46,2026-03-30
GAM0000493,USR000493,24400,9077,49,8,226,493,35,0.727,2026-03-14
GAM0000494,USR000494,4394,2888,9,28,144,494,179,0.988,2026-04-18
GAM0000495,USR000495,11733,6184,24,16,41,495,42,0.642,2026-04-29
GAM0000496,USR000496,19474,2050,39,42,290,496,54,0.08,2026-03-21
GAM0000497,USR000497,15934,2621,32,11,329,497,131,0.456,2026-04-13
GAM0000498,USR000498,20076,9670,41,54,67,498,197,0.819,2026-04-27
GAM0000499,USR000499,4563,8974,10,66,132,499,170,0.977,2026-05-12
GAM0000500,USR000500,22658,2591,46,78,160,500,6,0.424,2026-05-05
GAM0000501,USR000501,2935,2449,6,3,297,501,80,0.656,2026-03-14
GAM0000502,USR000502,7495,9308,15,29,209,502,163,0.624,2026-04-15
GAM0000503,USR000503,6436,1396,13,27,75,503,187,0.586,2026-03-31
GAM0000504,USR000504,14934,9213,30,1,12,504,7,0.219,2026-04-20
GAM0000505,USR000505,12514,1083,26,60,314,505,154,0.983,2026-03-16
GAM0000506,USR000506,11636,6125,24,9,273,506,93,0.596,2026-03-26
GAM0000507,USR000507,24746,9406,50,67,30,507,4,0.243,2026-04-26
GAM0000508,USR000508,5142,4228,11,18,7,508,164,0.541,2026-03-28
GAM0000509,USR000509,6034,2431,13,25,38,509,98,0.123,2026-04-28
GAM0000510,USR000510,17129,2474,35,76,45,510,139,0.529,2026-04-24
GAM0000511,USR000511,10582,5697,22,39,174,511,131,0.408,2026-05-02
GAM0000512,USR000512,2593,6185,6,46,303,512,138,0.798,2026-05-05
GAM0000513,USR000513,21452,3783,43,52,125,513,182,0.267,2026-04-29
GAM0000514,USR000514,7912,5813,16,27,219,514,99,0.151,2026-04-09
GAM0000515,USR000515,5935,5737,12,51,145,515,167,0.095,2026-03-16
GAM0000516,USR000516,7527,5614,16,6,68,516,149,0.189,2026-04-30
GAM0000517,USR000517,23428,8402,47,42,64,517,69,0.892,2026-04-21
GAM0000518,USR000518,7708,6163,16,12,127,518,89,0.255,2026-05-06
GAM0000519,USR000519,5304,8582,11,79,220,519,103,0.659,2026-05-08
GAM0000520,USR000520,24680,7031,50,48,24,520,183,0.397,2026-05-07
GAM0000521,USR000521,12855,9953,26,14,320,521,5,0.32,2026-03-31
GAM0000522,USR000522,17628,5631,36,54,44,522,30,0.361,2026-04-23
GAM0000523,USR000523,4810,7719,10,31,259,523,92,0.957,2026-04-29
GAM0000524,USR000524,2890,559,6,70,292,524,38,0.277,2026-05-02
GAM0000525,USR000525,6468,377,13,79,304,525,187,0.839,2026-05-02
GAM0000526,USR000526,20887,5122,42,12,188,526,196,0.11,2026-05-02
GAM0000527,USR000527,21152,7748,43,11,157,527,13,0.062,2026-04-12
GAM0000528,USR000528,24969,2029,50,48,354,528,196,0.408,2026-04-12
GAM0000529,USR000529,4216,7150,9,6,81,529,139,0.005,2026-04-19
GAM0000530,USR000530,16500,6239,34,34,130,530,163,0.732,2026-04-30
GAM0000531,USR000531,7751,6065,16,59,172,531,0,0.632,2026-03-16
GAM0000532,USR000532,16043,3057,33,30,241,532,91,0.357,2026-04-01
GAM0000533,USR000533,2598,3658,6,33,300,533,33,0.667,2026-03-14
GAM0000534,USR000534,1483,3064,3,68,24,534,80,0.3,2026-03-23
GAM0000535,USR000535,16094,2225,33,11,283,535,138,0.378,2026-05-04
GAM0000536,USR000536,23120,4276,47,62,197,536,101,0.246,2026-03-28
GAM0000537,USR000537,10981,2322,22,19,27,537,83,0.831,2026-05-05
GAM0000538,USR000538,11478,5270,23,55,204,538,48,0.508,2026-04-05
GAM0000539,USR000539,6391,6860,13,50,96,539,85,0.01,2026-04-30
GAM0000540,USR000540,965,7109,2,26,330,540,187,0.42,2026-04-03
GAM0000541,USR000541,955,3452,2,56,189,541,191,0.513,2026-03-28
GAM0000542,USR000542,18099,1582,37,39,166,542,126,0.33,2026-05-11
GAM0000543,USR000543,3217,9132,7,55,228,543,152,0.453,2026-05-03
GAM0000544,USR000544,7713,2463,16,4,335,544,146,0.11,2026-03-30
GAM0000545,USR000545,17550,6394,36,27,101,545,152,0.385,2026-04-27
GAM0000546,USR000546,10790,6949,22,73,243,546,153,0.048,2026-03-23
GAM0000547,USR000547,10065,973,21,65,188,547,123,0.117,2026-04-20
GAM0000548,USR000548,6782,2700,14,11,343,548,10,0.894,2026-03-27
GAM0000549,USR000549,12037,952,25,17,278,549,111,0.673,2026-03-16
GAM0000550,USR000550,6939,368,14,28,257,550,39,0.366,2026-05-09
GAM0000551,USR000551,16258,9630,33,28,295,551,72,0.323,2026-05-02
GAM0000552,USR000552,13225,2822,27,72,26,552,9,0.44,2026-04-06
GAM0000553,USR000553,2685,7680,6,60,266,553,138,0.128,2026-03-17
GAM0000554,USR000554,18997,9188,38,18,141,554,10,0.425,2026-04-16
GAM0000555,USR000555,5161,5651,11,79,3,555,172,0.714,2026-03-28
GAM0000556,USR000556,19766,2831,40,40,39,556,56,0.81,2026-03-16
GAM0000557,USR000557,1932,8406,4,27,13,557,99,0.527,2026-04-24
GAM0000558,USR000558,11295,5743,23,24,102,558,161,0.61,2026-04-07
GAM0000559,USR000559,2854,4171,6,73,231,559,132,0.157,2026-03-18
GAM0000560,USR000560,23195,4429,47,34,56,560,52,0.831,2026-04-29
GAM0000561,USR000561,3972,9191,8,12,264,561,195,0.401,2026-04-13
GAM0000562,USR000562,1476,2880,3,65,156,562,122,0.657,2026-05-12
GAM0000563,USR000563,20624,5014,42,42,35,563,107,0.212,2026-03-27
GAM0000564,USR000564,16579,9204,34,50,337,564,194,0.096,2026-04-05
GAM0000565,USR000565,9140,8578,19,9,10,565,102,0.303,2026-04-13
GAM0000566,USR000566,11866,2549,24,4,22,566,24,0.608,2026-03-17
GAM0000567,USR000567,6911,4090,14,17,13,567,153,0.449,2026-03-26
GAM0000568,USR000568,23232,5582,47,38,155,568,43,0.42,2026-03-30
GAM0000569,USR000569,20177,4959,41,4,30,569,190,0.601,2026-03-18
GAM0000570,USR000570,13481,5416,27,70,45,570,166,0.608,2026-04-24
GAM0000571,USR000571,24423,5102,49,12,133,571,29,0.142,2026-04-27
GAM0000572,USR000572,13154,6771,27,40,173,572,111,0.742,2026-05-04
GAM0000573,USR000573,21600,3206,44,72,334,573,1,0.792,2026-03-28
GAM0000574,USR000574,1422,5221,3,10,189,574,103,0.506,2026-04-06
GAM0000575,USR000575,19615,6115,40,67,245,575,56,0.268,2026-05-03
GAM0000576,USR000576,6159,4278,13,41,27,576,95,0.631,2026-03-20
GAM0000577,USR000577,7054,4256,15,80,185,577,158,0.585,2026-04-20
GAM0000578,USR000578,16318,7115,33,43,173,578,116,0.958,2026-03-24
GAM0000579,USR000579,12794,2173,26,67,106,579,38,0.09,2026-04-08
GAM0000580,USR000580,1087,4308,3,68,83,580,123,0.394,2026-04-21
GAM0000581,USR000581,11556,3319,24,31,148,581,164,0.747,2026-04-17
GAM0000582,USR000582,21561,9043,44,28,0,582,174,0.605,2026-04-13
GAM0000583,USR000583,7240,226,15,73,98,583,130,0.012,2026-05-10
GAM0000584,USR000584,16655,8026,34,71,221,584,173,0.335,2026-03-27
GAM0000585,USR000585,24478,9222,49,35,253,585,26,0.69,2026-05-01
GAM0000586,USR000586,10291,1812,21,2,45,586,148,0.927,2026-03-19
GAM0000587,USR000587,3837,3739,8,42,305,587,23,0.428,2026-04-14
GAM0000588,USR000588,4447,8190,9,4,168,588,146,0.752,2026-04-23
GAM0000589,USR000589,15392,8106,31,30,77,589,77,0.299,2026-04-06
GAM0000590,USR000590,17523,3094,36,28,320,590,151,0.309,2026-04-05
GAM0000591,USR000591,6209,6834,13,55,356,591,23,0.546,2026-04-19
GAM0000592,USR000592,6236,1068,13,73,28,592,23,0.439,2026-05-13
GAM0000593,USR000593,424,36,1,18,190,593,124,0.992,2026-03-27
GAM0000594,USR000594,13927,2955,28,10,41,594,76,0.748,2026-03-27
GAM0000595,USR000595,4582,4895,10,40,290,595,70,0.439,2026-03-31
GAM0000596,USR000596,20276,8977,41,13,85,596,28,0.995,2026-05-06
GAM0000597,USR000597,12344,4076,25,59,279,597,33,0.399,2026-04-21
GAM0000598,USR000598,5354,9710,11,66,360,598,42,0.791,2026-03-20
GAM0000599,USR000599,3766,2309,8,18,330,599,187,0.191,2026-03-21
GAM0000600,USR000600,14323,2767,29,33,245,600,4,0.641,2026-05-02
GAM0000601,USR000601,6867,2633,14,16,152,601,150,0.313,2026-04-16
GAM0000602,USR000602,22681,6493,46,61,93,602,171,0.872,2026-04-22
GAM0000603,USR000603,8179,5283,17,61,88,603,175,0.891,2026-04-04
GAM0000604,USR000604,13281,4019,27,71,13,604,112,0.466,2026-03-24
GAM0000605,USR000605,11890,3250,24,20,175,605,60,0.334,2026-05-06
GAM0000606,USR000606,3561,7824,8,38,306,606,200,0.2,2026-04-11
GAM0000607,USR000607,1285,4639,3,59,1,607,102,0.707,2026-05-10
GAM0000608,USR000608,9551,674,20,80,284,608,194,0.892,2026-04-11
GAM0000609,USR000609,22841,5345,46,11,274,609,179,0.857,2026-03-14
GAM0000610,USR000610,5223,6020,11,7,334,610,20,0.005,2026-03-21
GAM0000611,USR000611,10233,4239,21,13,273,611,89,0.125,2026-04-28
GAM0000612,USR000612,15967,5145,32,10,246,612,60,0.498,2026-05-05
GAM0000613,USR000613,24646,1794,50,48,41,613,67,0.858,2026-04-21
GAM0000614,USR000614,19045,7169,39,61,18,614,10,0.361,2026-04-29
GAM0000615,USR000615,21936,3997,44,61,77,615,84,0.96,2026-03-20
GAM0000616,USR000616,15587,3274,32,41,258,616,70,0.823,2026-04-28
GAM0000617,USR000617,8951,1688,18,27,344,617,12,0.851,2026-04-10
GAM0000618,USR000618,22237,8603,45,2,265,618,80,0.789,2026-04-07
GAM0000619,USR000619,16152,1510,33,73,1,619,10,0.339,2026-05-09
GAM0000620,USR000620,822,3728,2,28,40,620,117,0.079,2026-03-21
GAM0000621,USR000621,8065,1487,17,75,95,621,106,0.85,2026-05-11
GAM0000622,USR000622,15837,8586,32,13,292,622,183,0.391,2026-04-06
GAM0000623,USR000623,2420,198,5,75,12,623,143,0.683,2026-04-21
GAM0000624,USR000624,8040,2712,17,45,349,624,49,0.945,2026-05-08
GAM0000625,USR000625,13961,3043,28,19,145,625,49,0.873,2026-04-07
GAM0000626,USR000626,24185,5501,49,45,300,626,131,0.768,2026-03-18
GAM0000627,USR000627,3422,2140,7,19,319,627,150,0.891,2026-05-07
GAM0000628,USR000628,5277,2755,11,25,337,628,72,0.855,2026-05-07
GAM0000629,USR000629,21086,9814,43,75,201,629,30,0.683,2026-04-18
GAM0000630,USR000630,19336,4013,39,31,292,630,92,0.687,2026-04-23
GAM0000631,USR000631,24271,7362,49,45,302,631,38,0.059,2026-04-28
GAM0000632,USR000632,3646,3438,8,0,218,632,152,0.873,2026-05-07
GAM0000633,USR000633,1030,6512,3,39,257,633,82,0.265,2026-05-11
GAM0000634,USR000634,18355,162,37,20,258,634,88,0.716,2026-04-26
GAM0000635,USR000635,19825,595,40,11,57,635,21,0.697,2026-05-04
GAM0000636,USR000636,21967,4488,44,18,320,636,95,0.312,2026-04-05
GAM0000637,USR000637,11298,7572,23,7,253,637,14,0.64,2026-05-13
GAM0000638,USR000638,11469,9321,23,36,219,638,153,0.422,2026-05-11
GAM0000639,USR000639,2478,4946,5,24,279,639,16,0.687,2026-04-01
GAM0000640,USR000640,5077,3439,11,63,341,640,136,0.173,2026-05-05
GAM0000641,USR000641,725,507,2,59,55,641,60,0.156,2026-04-09
GAM0000642,USR000642,15363,89,31,10,154,642,173,0.855,2026-04-04
GAM0000643,USR000643,8250,1556,17,70,108,643,0,0.015,2026-05-03
GAM0000644,USR000644,23769,9149,48,42,318,644,186,0.78,2026-04-02
GAM0000645,USR000645,23912,4470,48,23,190,645,3,0.767,2026-04-22
GAM0000646,USR000646,15431,9264,31,46,217,646,151,0.883,2026-04-24
GAM0000647,USR000647,2990,7142,6,51,24,647,128,0.045,2026-05-12
GAM0000648,USR000648,11754,4403,24,42,180,648,174,0.462,2026-04-21
GAM0000649,USR000649,20617,3328,42,13,239,649,73,0.01,2026-05-02
GAM0000650,USR000650,13590,8305,28,32,132,650,82,0.3,2026-04-28
GAM0000651,USR000651,24932,7939,50,17,48,651,157,0.953,2026-05-04
GAM0000652,USR000652,1710,3883,4,41,271,652,26,0.752,2026-04-14
GAM0000653,USR000653,2091,9430,5,52,181,653,111,0.618,2026-05-06
GAM0000654,USR000654,18610,3445,38,78,314,654,170,0.082,2026-03-30
GAM0000655,USR000655,19139,3457,39,45,92,655,188,0.439,2026-03-18
GAM0000656,USR000656,16761,8179,34,44,281,656,183,0.737,2026-03-19
GAM0000657,USR000657,23794,4685,48,48,186,657,161,0.432,2026-03-19
GAM0000658,USR000658,22881,2298,46,79,317,658,127,0.181,2026-03-14
GAM0000659,USR000659,9427,897,19,18,341,659,179,0.477,2026-04-24
GAM0000660,USR000660,20510,2838,42,31,47,660,25,0.26,2026-05-02
GAM0000661,USR000661,17477,1094,35,45,363,661,162,0.888,2026-04-10
GAM0000662,USR000662,9337,5872,19,56,365,662,126,0.209,2026-03-28
GAM0000663,USR000663,16356,2341,33,21,52,663,126,0.342,2026-03-18
GAM0000664,USR000664,24525,3265,50,16,122,664,117,0.041,2026-03-15
GAM0000665,USR000665,24821,7741,50,28,100,665,95,0.098,2026-04-02
GAM0000666,USR000666,18823,6569,38,48,319,666,114,0.828,2026-03-31
GAM0000667,USR000667,8535,2429,18,53,334,667,183,0.714,2026-04-01
GAM0000668,USR000668,2137,515,5,33,319,668,105,0.84,2026-04-06
GAM0000669,USR000669,18522,2594,38,26,22,669,106,0.232,2026-04-11
GAM0000670,USR000670,17669,890,36,59,92,670,107,0.811,2026-03-18
GAM0000671,USR000671,22138,16,45,41,264,671,79,0.53,2026-04-30
GAM0000672,USR000672,8761,7715,18,18,251,672,19,0.335,2026-04-22
GAM0000673,USR000673,22437,5491,45,78,279,673,7,0.777,2026-05-11
GAM0000674,USR000674,5973,3793,12,34,163,674,145,0.928,2026-05-08
GAM0000675,USR000675,11402,250,23,32,128,675,9,0.204,2026-04-29
GAM0000676,USR000676,11925,9409,24,76,208,676,52,0.544,2026-05-02
GAM0000677,USR000677,5987,6335,12,71,140,677,127,0.485,2026-04-23
GAM0000678,USR000678,19485,1760,39,12,281,678,192,0.829,2026-03-24
GAM0000679,USR000679,914,793,2,58,287,679,186,0.893,2026-04-24
GAM0000680,USR000680,22786,502,46,80,37,680,131,0.094,2026-05-02
GAM0000681,USR000681,3434,5720,7,3,128,681,76,0.053,2026-03-26
GAM0000682,USR000682,14524,3362,30,12,47,682,45,0.268,2026-04-01
GAM0000683,USR000683,1851,9065,4,15,196,683,178,0.384,2026-04-24
GAM0000684,USR000684,18464,8083,37,57,330,684,156,0.276,2026-04-17
GAM0000685,USR000685,11357,3210,23,3,129,685,172,0.705,2026-03-30
GAM0000686,USR000686,15890,6902,32,1,193,686,51,0.437,2026-04-02
GAM0000687,USR000687,3348,7104,7,67,147,687,36,0.678,2026-04-23
GAM0000688,USR000688,11919,497,24,74,217,688,142,0.186,2026-03-14
GAM0000689,USR000689,5048,2661,11,5,34,689,190,0.491,2026-04-24
GAM0000690,USR000690,6852,5859,14,38,31,690,60,0.136,2026-03-23
GAM0000691,USR000691,24362,8291,49,20,316,691,84,0.906,2026-03-24
GAM0000692,USR000692,14547,10,30,39,134,692,21,0.793,2026-03-20
