assessment_id,course_id,assessment_title,assessment_type,difficulty,question_count,max_score,passing_score,llm_generated,gamified_mode,proctoring_required,created_at
ASM000242,CRS015008,Case Study Assessment 242,Viva,Intermediate,58,150,86,True,Timed Challenge,False,2025-04-24
ASM000243,CRS022981,MCQ Assessment 243,MCQ,Advanced,55,100,64,False,Quest,True,2025-05-03
ASM000244,CRS000800,Coding Challenge Assessment 244,Gamified Quest,Advanced,44,150,78,False,Classic,False,2026-02-03
ASM000245,CRS043000,Gamified Quest Assessment 245,Coding Challenge,Intermediate,36,200,101,True,Escape Room,False,2024-11-08
ASM000246,CRS008166,Roleplay Assessment 246,Gamified Quest,Expert,42,200,95,True,Escape Room,True,2025-12-08
ASM000247,CRS042973,Case Study Assessment 247,Gamified Quest,Intermediate,47,100,62,True,Timed Challenge,True,2024-05-18
ASM000248,CRS017075,MCQ Assessment 248,Viva,Expert,45,50,32,True,Scenario Mission,False,2025-12-15
ASM000249,CRS005994,Case Study Assessment 249,Roleplay,Advanced,54,200,117,False,Escape Room,False,2026-04-25
ASM000250,CRS010375,MCQ Assessment 250,Project Submission,Advanced,16,50,31,False,Classic,False,2025-12-13
ASM000251,CRS008228,Roleplay Assessment 251,MCQ,Advanced,41,150,86,True,Classic,False,2024-09-29
ASM000252,CRS028199,Gamified Quest Assessment 252,Gamified Quest,Intermediate,36,200,126,False,Timed Challenge,True,2024-11-05
ASM000253,CRS039552,Roleplay Assessment 253,Case Study,Advanced,17,100,68,True,Quest,False,2024-08-07
ASM000254,CRS010425,Viva Assessment 254,MCQ,Beginner,27,150,89,True,Classic,True,2025-08-28
ASM000255,CRS012970,Viva Assessment 255,Project Submission,Advanced,37,200,111,False,Scenario Mission,True,2026-03-07
ASM000256,CRS047404,Gamified Quest Assessment 256,Viva,Expert,33,150,99,False,Timed Challenge,True,2025-01-08
ASM000257,CRS041399,Project Submission Assessment 257,MCQ,Advanced,59,100,57,False,Classic,False,2025-10-01
ASM000258,CRS032586,Case Study Assessment 258,Project Submission,Expert,47,200,109,False,Scenario Mission,False,2026-03-27
ASM000259,CRS017685,MCQ Assessment 259,Viva,Expert,39,50,25,False,Battle,True,2025-11-27
ASM000260,CRS030616,MCQ Assessment 260,Gamified Quest,Beginner,19,100,47,False,Scenario Mission,False,2024-08-06
ASM000261,CRS048105,Viva Assessment 261,Project Submission,Expert,30,200,96,True,Scenario Mission,False,2026-04-30
ASM000262,CRS017113,Viva Assessment 262,Coding Challenge,Expert,20,100,67,True,Battle,False,2025-11-22
ASM000263,CRS010958,Simulation Assessment 263,Coding Challenge,Intermediate,24,100,64,True,Timed Challenge,True,2025-11-15
ASM000264,CRS038078,Coding Challenge Assessment 264,Project Submission,Beginner,15,100,48,True,Escape Room,False,2024-12-26
ASM000265,CRS042633,MCQ Assessment 265,MCQ,Expert,59,100,46,True,Classic,True,2025-01-27
ASM000266,CRS004450,Simulation Assessment 266,Viva,Expert,40,200,102,True,Scenario Mission,False,2025-09-16
ASM000267,CRS016403,Simulation Assessment 267,Coding Challenge,Beginner,9,50,32,True,Timed Challenge,False,2026-03-25
ASM000268,CRS013908,Case Study Assessment 268,Case Study,Beginner,38,50,33,True,Quest,False,2024-08-05
ASM000269,CRS046652,Roleplay Assessment 269,Viva,Intermediate,41,150,89,True,Escape Room,False,2025-01-06
ASM000270,CRS030544,MCQ Assessment 270,Coding Challenge,Advanced,19,200,120,True,Classic,True,2024-10-08
ASM000271,CRS023892,Viva Assessment 271,Roleplay,Intermediate,48,50,24,True,Battle,False,2025-07-20
ASM000272,CRS024639,Gamified Quest Assessment 272,Roleplay,Intermediate,17,100,57,False,Classic,False,2025-05-28
ASM000273,CRS043073,Simulation Assessment 273,Project Submission,Advanced,23,50,23,False,Quest,False,2025-04-09
ASM000274,CRS036832,MCQ Assessment 274,Coding Challenge,Intermediate,10,200,111,False,Escape Room,False,2025-04-01
ASM000275,CRS042245,Viva Assessment 275,MCQ,Intermediate,17,200,111,False,Timed Challenge,False,2025-07-29
ASM000276,CRS016868,Project Submission Assessment 276,Simulation,Intermediate,53,50,33,False,Scenario Mission,False,2026-03-01
ASM000277,CRS049562,Coding Challenge Assessment 277,Simulation,Advanced,6,200,121,False,Escape Room,False,2024-08-24
ASM000278,CRS010413,Gamified Quest Assessment 278,MCQ,Advanced,11,100,49,False,Battle,True,2025-03-07
ASM000279,CRS048382,Coding Challenge Assessment 279,Gamified Quest,Intermediate,58,200,99,True,Battle,False,2024-07-15
ASM000280,CRS037066,Simulation Assessment 280,Roleplay,Beginner,13,100,57,True,Classic,False,2024-06-13
ASM000281,CRS032807,Gamified Quest Assessment 281,Coding Challenge,Beginner,18,100,64,True,Timed Challenge,False,2026-01-11
ASM000282,CRS020175,Simulation Assessment 282,Viva,Advanced,21,50,31,False,Battle,False,2026-03-07
ASM000283,CRS025631,Viva Assessment 283,Project Submission,Beginner,40,100,59,False,Quest,False,2024-05-18
ASM000284,CRS022449,Roleplay Assessment 284,Simulation,Beginner,38,150,84,False,Quest,False,2025-01-02
ASM000285,CRS035728,Project Submission Assessment 285,Project Submission,Beginner,41,100,63,True,Battle,False,2025-09-23
ASM000286,CRS025759,Simulation Assessment 286,Coding Challenge,Advanced,36,200,108,False,Escape Room,False,2025-03-11
ASM000287,CRS022650,Simulation Assessment 287,Viva,Advanced,48,150,97,False,Classic,False,2025-06-07
ASM000288,CRS040881,Viva Assessment 288,Coding Challenge,Intermediate,24,100,49,True,Escape Room,False,2024-11-07
ASM000289,CRS035628,Simulation Assessment 289,Gamified Quest,Advanced,30,150,72,True,Classic,False,2025-02-15
ASM000290,CRS022759,Viva Assessment 290,Coding Challenge,Expert,32,150,71,True,Scenario Mission,True,2025-07-03
ASM000291,CRS035977,Coding Challenge Assessment 291,Coding Challenge,Advanced,26,100,45,True,Quest,False,2026-03-03
ASM000292,CRS049789,Case Study Assessment 292,Viva,Intermediate,49,100,66,False,Quest,False,2025-11-22
ASM000293,CRS008145,Case Study Assessment 293,Gamified Quest,Intermediate,21,200,102,False,Scenario Mission,False,2025-02-02
ASM000294,CRS044790,Viva Assessment 294,Gamified Quest,Beginner,7,50,29,True,Scenario Mission,False,2025-04-27
ASM000295,CRS013266,Project Submission Assessment 295,Simulation,Advanced,51,50,23,True,Battle,False,2025-07-06
ASM000296,CRS027657,Simulation Assessment 296,Simulation,Beginner,34,100,46,False,Classic,False,2024-12-31
ASM000297,CRS048719,Project Submission Assessment 297,Gamified Quest,Beginner,22,50,33,True,Classic,False,2024-06-07
ASM000298,CRS007109,Viva Assessment 298,Coding Challenge,Beginner,18,150,75,True,Timed Challenge,False,2025-09-03
ASM000299,CRS036064,MCQ Assessment 299,Viva,Expert,41,200,136,True,Quest,False,2024-09-03
ASM000300,CRS043301,Roleplay Assessment 300,Project Submission,Advanced,46,100,48,True,Classic,True,2024-08-03
ASM000301,CRS038656,MCQ Assessment 301,Viva,Intermediate,9,200,124,True,Scenario Mission,True,2024-11-22
ASM000302,CRS015512,Project Submission Assessment 302,Viva,Beginner,40,200,139,True,Battle,True,2025-07-18
ASM000303,CRS041854,Project Submission Assessment 303,Roleplay,Beginner,59,150,67,True,Quest,False,2024-08-30
ASM000304,CRS020541,Viva Assessment 304,Gamified Quest,Beginner,17,100,54,True,Classic,True,2024-12-03
ASM000305,CRS029802,Simulation Assessment 305,Roleplay,Expert,38,200,96,True,Battle,True,2026-02-08
ASM000306,CRS003344,MCQ Assessment 306,Viva,Expert,32,200,106,False,Scenario Mission,True,2025-06-05
ASM000307,CRS046887,Roleplay Assessment 307,Project Submission,Advanced,17,150,77,True,Scenario Mission,False,2025-02-03
ASM000308,CRS019690,Roleplay Assessment 308,Gamified Quest,Intermediate,30,100,53,True,Battle,False,2025-02-21
ASM000309,CRS023957,Viva Assessment 309,MCQ,Beginner,44,200,98,True,Timed Challenge,False,2025-09-28
ASM000310,CRS039886,Simulation Assessment 310,MCQ,Intermediate,23,100,69,True,Scenario Mission,False,2024-06-05
ASM000311,CRS007083,MCQ Assessment 311,Project Submission,Expert,38,50,34,True,Scenario Mission,False,2025-05-14
ASM000312,CRS012236,Case Study Assessment 312,Simulation,Intermediate,44,50,30,False,Timed Challenge,False,2025-04-11
ASM000313,CRS003347,Case Study Assessment 313,Case Study,Advanced,12,200,99,True,Classic,False,2024-07-02
ASM000314,CRS001972,Viva Assessment 314,Coding Challenge,Advanced,6,50,26,False,Timed Challenge,True,2024-11-15
ASM000315,CRS036302,Simulation Assessment 315,Roleplay,Advanced,39,100,45,True,Battle,False,2024-09-04
ASM000316,CRS044878,MCQ Assessment 316,Viva,Expert,51,100,58,False,Battle,False,2025-05-21
ASM000317,CRS048619,Project Submission Assessment 317,Roleplay,Expert,59,50,32,False,Classic,False,2026-04-29
ASM000318,CRS025432,Project Submission Assessment 318,Coding Challenge,Intermediate,40,50,29,True,Classic,True,2025-04-10
ASM000319,CRS037958,Case Study Assessment 319,Coding Challenge,Advanced,50,50,27,False,Classic,False,2024-11-07
ASM000320,CRS046136,Case Study Assessment 320,Roleplay,Beginner,24,100,55,True,Classic,False,2025-03-27
ASM000321,CRS008176,Coding Challenge Assessment 321,Case Study,Advanced,43,200,109,False,Escape Room,True,2026-03-25
ASM000322,CRS021462,Roleplay Assessment 322,Project Submission,Expert,24,50,34,True,Quest,True,2026-03-07
ASM000323,CRS019750,Roleplay Assessment 323,Coding Challenge,Intermediate,52,150,88,False,Classic,False,2024-07-14
ASM000324,CRS001646,Roleplay Assessment 324,Viva,Advanced,24,100,59,False,Classic,False,2024-07-11
ASM000325,CRS044482,Gamified Quest Assessment 325,MCQ,Advanced,49,100,54,True,Scenario Mission,False,2025-11-10
ASM000326,CRS002823,Roleplay Assessment 326,Case Study,Beginner,44,100,63,False,Classic,True,2025-05-06
ASM000327,CRS036272,Gamified Quest Assessment 327,Project Submission,Advanced,12,150,75,True,Battle,False,2024-05-24
ASM000328,CRS017045,Simulation Assessment 328,Roleplay,Expert,29,100,64,True,Timed Challenge,True,2024-08-07
ASM000329,CRS023097,Gamified Quest Assessment 329,Case Study,Advanced,6,100,69,False,Classic,False,2026-01-30
ASM000330,CRS013034,Gamified Quest Assessment 330,Viva,Beginner,16,100,56,True,Timed Challenge,False,2024-09-03
ASM000331,CRS035154,Simulation Assessment 331,Gamified Quest,Expert,16,200,139,True,Battle,False,2024-11-09
ASM000332,CRS026489,Roleplay Assessment 332,Simulation,Expert,45,150,67,True,Scenario Mission,True,2024-11-28
ASM000333,CRS012987,Case Study Assessment 333,Gamified Quest,Expert,49,100,59,True,Scenario Mission,True,2025-07-11
ASM000334,CRS043721,Coding Challenge Assessment 334,Gamified Quest,Expert,41,150,102,True,Classic,True,2024-07-26
ASM000335,CRS006558,Gamified Quest Assessment 335,MCQ,Advanced,38,50,30,False,Scenario Mission,False,2026-04-04
ASM000336,CRS022134,Viva Assessment 336,Roleplay,Advanced,14,50,25,True,Quest,True,2025-12-03
ASM000337,CRS043493,Gamified Quest Assessment 337,Case Study,Beginner,44,200,113,True,Classic,True,2026-01-29
ASM000338,CRS001959,Coding Challenge Assessment 338,Case Study,Expert,30,50,26,True,Quest,False,2024-12-10
ASM000339,CRS016102,Coding Challenge Assessment 339,Simulation,Beginner,46,150,73,True,Quest,True,2026-05-06
ASM000340,CRS044580,Case Study Assessment 340,Roleplay,Intermediate,8,200,132,False,Escape Room,True,2025-12-23
ASM000341,CRS025868,Coding Challenge Assessment 341,Gamified Quest,Expert,37,100,53,True,Battle,True,2024-08-02
ASM000342,CRS012955,MCQ Assessment 342,MCQ,Beginner,35,200,124,True,Quest,False,2025-05-21
ASM000343,CRS032457,Case Study Assessment 343,Viva,Intermediate,47,100,46,True,Escape Room,False,2026-02-24
ASM000344,CRS035832,Simulation Assessment 344,Gamified Quest,Beginner,23,150,90,True,Classic,True,2024-11-21
ASM000345,CRS044786,Case Study Assessment 345,MCQ,Intermediate,15,150,76,True,Escape Room,False,2025-01-15
ASM000346,CRS023988,Viva Assessment 346,Viva,Expert,42,150,94,True,Escape Room,False,2025-01-01
ASM000347,CRS019777,Case Study Assessment 347,Case Study,Beginner,59,100,66,True,Scenario Mission,True,2026-04-12
ASM000348,CRS013413,Simulation Assessment 348,Coding Challenge,Intermediate,16,50,24,True,Timed Challenge,False,2024-11-11
ASM000349,CRS029220,Viva Assessment 349,MCQ,Advanced,24,200,122,True,Battle,False,2025-01-08
ASM000350,CRS022740,Gamified Quest Assessment 350,Case Study,Advanced,39,100,60,True,Classic,False,2026-01-06
ASM000351,CRS030699,MCQ Assessment 351,Coding Challenge,Beginner,12,200,110,False,Quest,True,2024-07-19
ASM000352,CRS015389,Roleplay Assessment 352,Roleplay,Advanced,55,50,34,True,Scenario Mission,False,2025-01-13
ASM000353,CRS000456,Gamified Quest Assessment 353,Roleplay,Expert,37,150,82,True,Classic,False,2025-01-07
ASM000354,CRS016624,MCQ Assessment 354,Project Submission,Expert,40,150,90,True,Scenario Mission,True,2026-04-10
ASM000355,CRS043301,Project Submission Assessment 355,Gamified Quest,Intermediate,9,50,34,False,Timed Challenge,False,2025-06-01
ASM000356,CRS021436,MCQ Assessment 356,Coding Challenge,Beginner,54,150,97,True,Scenario Mission,False,2026-03-30
ASM000357,CRS027657,MCQ Assessment 357,Project Submission,Advanced,9,100,61,True,Escape Room,True,2025-12-30
ASM000358,CRS009924,Simulation Assessment 358,Viva,Expert,11,150,68,True,Scenario Mission,False,2026-01-14
ASM000359,CRS019758,MCQ Assessment 359,Coding Challenge,Expert,48,150,81,True,Quest,False,2024-11-26
ASM000360,CRS031112,Simulation Assessment 360,Case Study,Expert,57,150,99,True,Battle,False,2024-11-13
ASM000361,CRS041950,Simulation Assessment 361,Roleplay,Expert,35,150,99,True,Quest,False,2025-07-06
ASM000362,CRS028148,Coding Challenge Assessment 362,MCQ,Expert,37,200,132,True,Scenario Mission,True,2026-01-25
ASM000363,CRS027182,Case Study Assessment 363,Gamified Quest,Expert,17,200,122,True,Classic,False,2024-08-15
ASM000364,CRS021265,MCQ Assessment 364,Project Submission,Expert,16,50,24,True,Escape Room,False,2024-05-22
ASM000365,CRS037676,Roleplay Assessment 365,MCQ,Advanced,56,50,29,True,Timed Challenge,True,2025-07-01
ASM000366,CRS048353,Viva Assessment 366,Case Study,Expert,24,200,92,False,Timed Challenge,False,2026-03-17
ASM000367,CRS026427,Gamified Quest Assessment 367,MCQ,Advanced,32,50,26,True,Battle,True,2024-11-30
ASM000368,CRS032251,Simulation Assessment 368,Coding Challenge,Beginner,35,150,83,True,Battle,False,2025-09-05
ASM000369,CRS024298,Simulation Assessment 369,Coding Challenge,Beginner,42,150,101,True,Scenario Mission,False,2024-09-11
ASM000370,CRS028371,Viva Assessment 370,Project Submission,Expert,21,100,48,False,Timed Challenge,False,2025-10-11
ASM000371,CRS026139,Roleplay Assessment 371,Simulation,Advanced,39,100,58,True,Battle,False,2026-01-11
ASM000372,CRS025632,Viva Assessment 372,Roleplay,Expert,42,100,59,False,Escape Room,False,2024-10-10
ASM000373,CRS040343,Case Study Assessment 373,Viva,Intermediate,48,150,100,True,Escape Room,True,2025-08-11
ASM000374,CRS001809,Roleplay Assessment 374,Project Submission,Intermediate,43,50,33,False,Escape Room,False,2026-03-09
ASM000375,CRS016472,Roleplay Assessment 375,Coding Challenge,Beginner,13,100,49,False,Timed Challenge,True,2025-02-20
ASM000376,CRS001054,MCQ Assessment 376,Case Study,Expert,22,100,60,True,Timed Challenge,True,2025-02-22
ASM000377,CRS015129,Gamified Quest Assessment 377,Case Study,Intermediate,58,50,24,True,Battle,False,2024-12-24
ASM000378,CRS038712,Roleplay Assessment 378,Case Study,Beginner,42,150,104,True,Classic,True,2025-07-04
ASM000379,CRS020779,Simulation Assessment 379,Simulation,Expert,36,50,29,False,Escape Room,False,2025-09-02
ASM000380,CRS021049,Simulation Assessment 380,Project Submission,Beginner,13,100,60,True,Battle,False,2026-04-04
ASM000381,CRS037806,Project Submission Assessment 381,MCQ,Beginner,11,100,62,True,Scenario Mission,True,2024-11-10
ASM000382,CRS004415,Project Submission Assessment 382,Coding Challenge,Expert,47,200,120,True,Escape Room,True,2024-09-13
ASM000383,CRS001492,Coding Challenge Assessment 383,Case Study,Beginner,38,200,125,False,Classic,True,2024-08-31
ASM000384,CRS024987,Gamified Quest Assessment 384,Viva,Beginner,29,200,122,True,Quest,True,2025-11-07
ASM000385,CRS046823,Simulation Assessment 385,MCQ,Intermediate,59,200,112,True,Escape Room,False,2026-02-02
ASM000386,CRS032812,Project Submission Assessment 386,Simulation,Expert,54,100,46,False,Battle,False,2025-05-17
ASM000387,CRS025897,Coding Challenge Assessment 387,Case Study,Advanced,8,100,49,False,Timed Challenge,False,2024-12-04
ASM000388,CRS040035,Gamified Quest Assessment 388,Project Submission,Beginner,46,150,75,False,Timed Challenge,False,2024-08-12
ASM000389,CRS025407,Viva Assessment 389,Roleplay,Advanced,16,100,54,True,Classic,True,2025-04-10
ASM000390,CRS029536,Case Study Assessment 390,Project Submission,Intermediate,6,200,136,True,Battle,True,2026-05-13
ASM000391,CRS020560,MCQ Assessment 391,Roleplay,Beginner,39,200,98,True,Quest,False,2026-04-05
ASM000392,CRS030285,Project Submission Assessment 392,Project Submission,Expert,19,100,59,True,Timed Challenge,False,2026-02-14
ASM000393,CRS007570,Simulation Assessment 393,Coding Challenge,Intermediate,55,100,58,True,Scenario Mission,True,2024-11-25
ASM000394,CRS010201,Case Study Assessment 394,Gamified Quest,Intermediate,44,100,62,True,Timed Challenge,False,2024-10-30
ASM000395,CRS019144,Project Submission Assessment 395,MCQ,Advanced,50,50,32,False,Classic,False,2025-09-03
ASM000396,CRS007820,Project Submission Assessment 396,Project Submission,Beginner,6,200,130,True,Battle,True,2025-01-02
ASM000397,CRS047196,Viva Assessment 397,Coding Challenge,Advanced,16,150,104,False,Scenario Mission,False,2025-05-14
ASM000398,CRS042424,MCQ Assessment 398,Case Study,Expert,25,200,106,True,Classic,True,2026-04-30
ASM000399,CRS021706,Viva Assessment 399,Viva,Expert,59,200,124,False,Classic,False,2024-12-30
ASM000400,CRS048504,Gamified Quest Assessment 400,Roleplay,Intermediate,54,50,31,False,Battle,False,2024-12-26
ASM000401,CRS001440,MCQ Assessment 401,Roleplay,Advanced,27,150,96,True,Battle,True,2025-02-10
ASM000402,CRS011780,Case Study Assessment 402,MCQ,Intermediate,54,200,135,True,Scenario Mission,False,2025-04-29
ASM000403,CRS043750,Viva Assessment 403,Case Study,Advanced,16,200,112,True,Classic,False,2025-08-28
ASM000404,CRS047566,MCQ Assessment 404,Roleplay,Expert,12,100,55,True,Battle,False,2026-02-02
ASM000405,CRS012542,MCQ Assessment 405,Simulation,Intermediate,60,100,47,False,Quest,True,2025-03-12
ASM000406,CRS044592,Coding Challenge Assessment 406,Viva,Advanced,11,200,118,True,Battle,False,2024-10-31
ASM000407,CRS007866,Viva Assessment 407,Gamified Quest,Intermediate,6,50,26,False,Battle,True,2025-01-22
ASM000408,CRS044559,Case Study Assessment 408,Simulation,Expert,52,50,23,False,Timed Challenge,True,2025-11-04
ASM000409,CRS025382,Gamified Quest Assessment 409,Case Study,Expert,43,100,47,True,Quest,False,2026-04-01
ASM000410,CRS045570,Roleplay Assessment 410,Project Submission,Expert,55,50,28,True,Timed Challenge,False,2025-04-30
