post_id,user_id,post_type,content,hashtags,likes_count,comments_count,shares_count,ai_moderation_status,created_at
PST0000130,USR021069,Article Share,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,1316,143,172,Approved,2025-12-26
PST0000131,USR035467,Question,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,4091,351,98,Approved,2026-02-11
PST0000132,USR030822,Poll,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,2249,333,64,Approved,2026-03-20
PST0000133,USR036654,Question,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,4143,270,88,Approved,2026-03-18
PST0000134,USR019138,Achievement,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,40,154,115,Needs Review,2026-03-22
PST0000135,USR044280,Job Opportunity,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,3879,199,37,Needs Review,2026-01-01
PST0000136,USR048841,Article Share,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,77,302,13,Flagged,2026-01-28
PST0000137,USR013650,Poll,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,365,499,89,Approved,2026-01-24
PST0000138,USR048337,Achievement,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,505,53,33,Approved,2025-11-24
PST0000139,USR006592,Poll,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,1312,283,0,Approved,2025-12-02
PST0000140,USR022965,Project Showcase,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,267,408,156,Needs Review,2026-04-07
PST0000141,USR044224,Project Showcase,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,4172,158,63,Approved,2025-12-28
PST0000142,USR041744,Poll,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,4253,144,75,Approved,2026-01-28
PST0000143,USR033256,Poll,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,1220,66,152,Needs Review,2026-03-27
PST0000144,USR043456,Project Showcase,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,4114,231,106,Needs Review,2026-01-09
PST0000145,USR005732,Article Share,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,4338,447,7,Approved,2026-02-05
PST0000146,USR007698,Article Share,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,1816,299,91,Approved,2026-02-27
PST0000147,USR012404,Article Share,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,3895,23,96,Needs Review,2026-01-04
PST0000148,USR049080,Achievement,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,4013,384,60,Approved,2026-03-23
PST0000149,USR022282,Article Share,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,4684,64,170,Approved,2025-11-29
PST0000150,USR028628,Achievement,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,3260,180,113,Approved,2026-04-23
PST0000151,USR029099,Article Share,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,372,224,172,Needs Review,2026-01-11
PST0000152,USR008842,Job Opportunity,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,4042,327,59,Approved,2026-01-23
PST0000153,USR017128,Project Showcase,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,3010,217,73,Needs Review,2026-03-28
PST0000154,USR029193,Job Opportunity,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,3553,339,64,Approved,2026-03-22
PST0000155,USR037228,Poll,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,563,171,59,Flagged,2026-02-23
PST0000156,USR027123,Question,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,3106,376,104,Approved,2026-03-16
PST0000157,USR027261,Job Opportunity,"Sharing my learning progress and insights on Leadership. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Leadership #KaaS #Learning #AI,3598,125,102,Needs Review,2026-03-25
PST0000158,USR007753,Job Opportunity,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,1126,413,186,Approved,2025-11-29
PST0000159,USR030459,Learning Update,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,4093,348,61,Flagged,2026-01-31
PST0000160,USR013079,Achievement,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,1512,109,43,Flagged,2025-11-22
PST0000161,USR033393,Job Opportunity,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,860,431,5,Approved,2026-04-25
PST0000162,USR035259,Job Opportunity,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,2789,298,177,Needs Review,2026-01-19
PST0000163,USR030008,Question,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,3504,107,22,Flagged,2026-04-14
PST0000164,USR010631,Achievement,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,3693,378,59,Approved,2026-03-18
PST0000165,USR045031,Question,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,2978,454,3,Approved,2025-12-11
PST0000166,USR040784,Project Showcase,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,2723,127,128,Approved,2025-12-05
PST0000167,USR041246,Article Share,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,2208,179,22,Needs Review,2026-04-07
PST0000168,USR029190,Job Opportunity,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,552,145,171,Approved,2026-01-10
PST0000169,USR034916,Learning Update,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,1489,470,27,Needs Review,2026-02-07
PST0000170,USR021580,Article Share,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,3571,424,171,Approved,2026-01-06
PST0000171,USR014213,Job Opportunity,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,4340,69,63,Approved,2026-04-23
PST0000172,USR002879,Job Opportunity,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,360,430,144,Needs Review,2026-01-13
PST0000173,USR036888,Poll,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,2807,163,101,Approved,2025-11-30
PST0000174,USR005486,Question,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,640,448,126,Approved,2026-01-24
PST0000175,USR023870,Poll,"Sharing my learning progress and insights on Leadership. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Leadership #KaaS #Learning #AI,1318,330,40,Approved,2026-04-09
PST0000176,USR042252,Job Opportunity,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,1315,169,28,Approved,2026-05-05
PST0000177,USR048489,Job Opportunity,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,2409,252,7,Approved,2026-03-31
PST0000178,USR048120,Achievement,"Sharing my learning progress and insights on Leadership. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Leadership #KaaS #Learning #AI,4848,186,112,Needs Review,2026-02-26
PST0000179,USR047656,Achievement,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,3996,182,113,Approved,2026-04-05
